video_id,title,published_at,channel_id,channel_title,duration_iso,duration_seconds,view_count,like_count,comment_count,url
xtmIGLIEYY0,Joel Osteen - Hearing in the Spirit,2018-06-03 12:30:04+00:00,UCvxWyn4rfcI2H9APhfUIB1Q,Joel Osteen,PT27M35S,1655,2728511,38197,1894.0,https://www.youtube.com/watch?v=xtmIGLIEYY0
nO4FHUL39QQ,The Fight For Your Future | Joel Osteen,2019-11-03 12:30:03+00:00,UCvxWyn4rfcI2H9APhfUIB1Q,Joel Osteen,PT27M7S,1627,2716534,52792,2462.0,https://www.youtube.com/watch?v=nO4FHUL39QQ
qnkQ4NoQRNQ,A Fresh New Attitude | Joel Osteen,2020-11-30 13:00:31+00:00,UCvxWyn4rfcI2H9APhfUIB1Q,Joel Osteen,PT28M37S,1717,2710682,50635,2747.0,https://www.youtube.com/watch?v=qnkQ4NoQRNQ
enkTl55IyPk,Joel Osteen - Protect Your Peace,2019-04-07 12:30:01+00:00,UCvxWyn4rfcI2H9APhfUIB1Q,Joel Osteen,PT27M4S,1624,2709419,51144,1796.0,https://www.youtube.com/watch?v=enkTl55IyPk
2E8JSZlVx9Q,Miracles In Your Mouth | Joel Osteen,2020-09-07 12:00:01+00:00,UCvxWyn4rfcI2H9APhfUIB1Q,Joel Osteen,PT27M39S,1659,2671696,54620,3660.0,https://www.youtube.com/watch?v=2E8JSZlVx9Q
3fFG9Sz8vaA,Leave It Alone | Joel Osteen,2023-08-28 12:30:02+00:00,UCvxWyn4rfcI2H9APhfUIB1Q,Joel Osteen,PT28M31S,1711,2656727,52260,3625.0,https://www.youtube.com/watch?v=3fFG9Sz8vaA
Nn3h_mNbHTQ,Remember What God Said | Joel Osteen,2020-08-10 12:00:07+00:00,UCvxWyn4rfcI2H9APhfUIB1Q,Joel Osteen,PT27M29S,1649,2644734,58483,3826.0,https://www.youtube.com/watch?v=Nn3h_mNbHTQ
Gt4rV9zjHQw,No More Distractions | Joel Osteen,2020-03-01 13:30:01+00:00,UCvxWyn4rfcI2H9APhfUIB1Q,Joel Osteen,PT28M35S,1715,2634754,57596,2870.0,https://www.youtube.com/watch?v=Gt4rV9zjHQw
GIIxZ587s3Y,Joel Osteen - Healing Words,2017-11-12 13:30:01+00:00,UCvxWyn4rfcI2H9APhfUIB1Q,Joel Osteen,PT27M31S,1651,2626223,42151,1963.0,https://www.youtube.com/watch?v=GIIxZ587s3Y
vMzsbgCNBmk,The Power of The Blessing | Joel Osteen,2018-10-21 12:30:03+00:00,UCvxWyn4rfcI2H9APhfUIB1Q,Joel Osteen,PT27M34S,1654,2617943,31888,1404.0,https://www.youtube.com/watch?v=vMzsbgCNBmk
UNcu6g7sXPs,Joel Osteen - Recognizing Your Value,2017-05-07 12:30:01+00:00,UCvxWyn4rfcI2H9APhfUIB1Q,Joel Osteen,PT27M23S,1643,2607592,43912,1589.0,https://www.youtube.com/watch?v=UNcu6g7sXPs
gxcgBfYcxKU,Victory Begins In The Dark | Joel Osteen,2020-06-08 12:00:19+00:00,UCvxWyn4rfcI2H9APhfUIB1Q,Joel Osteen,PT27M33S,1653,2578508,59004,3806.0,https://www.youtube.com/watch?v=gxcgBfYcxKU
bXzJoCSwvUU,Joel Osteen - Declare Favor,2019-03-31 12:30:03+00:00,UCvxWyn4rfcI2H9APhfUIB1Q,Joel Osteen,PT27M13S,1633,2547727,43351,2593.0,https://www.youtube.com/watch?v=bXzJoCSwvUU
ZyY3a7-mjxI,Power Thinking | Joel Osteen,2020-04-20 12:00:28+00:00,UCvxWyn4rfcI2H9APhfUIB1Q,Joel Osteen,PT27M53S,1673,2541376,56831,2745.0,https://www.youtube.com/watch?v=ZyY3a7-mjxI
-bW2ZTV33Jk,Joel Osteen - It's the Heart that Matters,2016-04-10 05:00:00+00:00,UCvxWyn4rfcI2H9APhfUIB1Q,Joel Osteen,PT27M41S,1661,2522651,40463,1790.0,https://www.youtube.com/watch?v=-bW2ZTV33Jk
7duVD4NdyJg,Joel Osteen - Remember Your Dream,2016-03-06 06:00:00+00:00,UCvxWyn4rfcI2H9APhfUIB1Q,Joel Osteen,PT27M44S,1664,2496254,35413,1297.0,https://www.youtube.com/watch?v=7duVD4NdyJg
